kvknummer,sbicode,vestigingsnummer
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000023161752
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000023161760
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000023161779
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000023660066
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000023071427
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000023635851
41190166,Ondersteuning en begeleiding van gehandicapten (88.10.3),000047821574
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000061074756
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000053885783
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000031509452
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000053950658
41190166,Ondersteuning en begeleiding van gehandicapten (88.10.3),000047991151
41190166,Ondersteuning en begeleiding van gehandicapten (88.10.3),000054347114
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000023210494
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000023210486
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000022972900
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000054697530
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000028274423
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000054697549
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000054697557
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000053944305
41190166,Ondersteuning en begeleiding van gehandicapten (88.10.3),000047998806
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000054697522
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000061258539
41190166,Ondersteuning en begeleiding van gehandicapten (88.10.3),000047996455
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000023186542
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000053946502
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000053945484
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000022999167
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000023194618
41190166,Ondersteuning en begeleiding van gehandicapten (88.10.3),000047819529
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000040206432
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000023071222
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000023178094
41190166,Ondersteuning en begeleiding van gehandicapten (88.10.3),000054156483
41190166,Vervaardiging van overige goederen (rest) (32.99.9),000054156483
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000023187506
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000023177934
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000023123885
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000053935748
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000047166177
41190166,Huizen en dagverblijven voor niet-verstandelijk gehandicapten (87.30.1),000047166177
41190166,"Opslag in distributiecentra en overige opslag (niet in tanks, koelhuizen e.d.) (52.10.9)",000022990372
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000031508332
41190166,Ondersteuning en begeleiding van gehandicapten (88.10.3),000054222125
41190166,Teelt van overige sierplanten in de volle grond (13.09),000054222125
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000053870190
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000053870204
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000053870212
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000053870220
41190166,Ondersteuning en begeleiding van gehandicapten (88.10.3),000054158168
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000053936051
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000023153245
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000023170808
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000039789322
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000022919899
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000053876954
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000053877683
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000053875338
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000053875346
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000053875354
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000053875362
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000053875370
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000053875311
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000022914501
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000053869281
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000047226455
41190166,Huizen en dagverblijven voor niet-verstandelijk gehandicapten (87.30.1),000047226455
41190166,Jeugdzorg met overnachting en dagverblijven voor jeugdzorg (87.90.1),000047226455
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000058935894
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000053880358
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000053953703
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000022972315
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000059271981
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000028270908
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000023071516
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000023249358
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000023071605
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000028272366
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000022981055
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000058935975
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000053944844
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000031507689
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000022989595
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000031507670
41190166,Ondersteuning en begeleiding van gehandicapten (88.10.3),000047808810
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000023635835
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000053942434
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000031509762
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000022927557
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000023210605
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000053950666
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000023635878
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000022916784
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000023067217
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000023125845
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000053867904
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000031507654
41190166,Ondersteuning en begeleiding van gehandicapten (88.10.3),000054020433
41190166,Winkels in tweedehands goederen (geen kleding) (47.79.3),000054020433
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000053862899
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000031509789
41190166,Ondersteuning en begeleiding van gehandicapten (88.10.3),000047806559
41190166,Zwembaden (93.11.1),000023124121
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000045985383
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000023123893
41190166,Facility management (81.10),000023123494
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000023123508
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000053867211
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000023002441
41190166,Ondersteuning en begeleiding van gehandicapten (88.10.3),000054162289
41190166,Teelt van potplanten onder glas (13.04),000054162289
41190166,Winkels gespecialiseerd in overige artikelen (rest) (47.78.9),000054162289
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000023067675
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000058239618
41190166,Huizen en dagverblijven voor niet-verstandelijk gehandicapten (87.30.1),000031612180
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000058935908
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000058935916
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000058935924
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000028266692
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000045318794
41190166,Huizen en dagverblijven voor niet-verstandelijk gehandicapten (87.30.1),000045318794
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000023170638
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000023170646
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000023170654
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000053881206
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000053875877
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000028274873
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000053875389
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000059954663
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000023124148
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000023125772
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000023091584
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000023037164
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000053941985
41190166,Ondersteuning en begeleiding van gehandicapten (88.10.3),000047990937
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000028271130
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000023207841
41190166,Brandweer (84.25),000023242442
41190166,Facility management (81.10),000023013648
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000053940407
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000053940415
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000023001119
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000023002468
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000023242302
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000053940423
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000053940431
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000023001038
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000053866525
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000023036605
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000023036710
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000022998888
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000023013036
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000053941977
41190166,Ondersteuning en begeleiding van gehandicapten (88.10.3),000047989475
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000022972668
41190166,Ondersteuning en begeleiding van gehandicapten (88.10.3),000054020409
41190166,"Fastfoodrestaurants, cafetaria's, ijssalons, eetkramen e.d. (56.10.2)",000054020409
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000031511279
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000058239626
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000053877691
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000053877705
41190166,Ondersteuning en begeleiding van gehandicapten (88.10.3),000053955943
41190166,Paardensport en maneges (93.12.5),000053955943
41190166,Ondersteuning en begeleiding van gehandicapten (88.10.3),000047410973
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000031509495
